,T10Y3MM,ICSA,UNRATE,PERMIT,UMCSENT,VIXCLS,USALOLITONOSTSAM,PCE,CPIAUCSL,INDPRO,CPILFESL,SP500,Recession
2011-06-30,2.96,421000.0,9.1,636.0,71.5,16.52,99.81156999999999,10694.8,224.806,94.0493,224.697,1320.6400146484375,0.0
2011-07-31,2.96,406000.0,9.0,621.0,63.7,25.25,99.55637,10731.6,225.395,94.4958,225.218,1292.280029296875,0.0
2011-08-31,2.28,409000.0,9.0,647.0,55.8,31.62,99.34052,10750.3,226.106,95.0974,225.862,1218.8900146484375,0.0
2011-09-30,1.97,406000.0,9.0,610.0,59.5,42.96,99.22665,10783.2,226.597,95.0244,226.118,1131.4200439453125,0.0
2011-10-31,2.13,399000.0,8.8,671.0,60.8,29.96,99.2426,10802.9,226.75,95.6891,226.506,1253.300048828125,0.0
2011-11-30,2.0,397000.0,8.6,706.0,63.7,27.8,99.37043,10806.8,227.169,95.6778,226.899,1246.9599609375,0.0
2011-12-31,1.97,376000.0,8.5,697.0,69.9,23.4,99.56333000000001,10817.8,227.223,96.1809,227.405,1257.5999755859375,0.0
2012-01-31,1.94,372000.0,8.3,712.0,75.0,19.44,99.75617,10896.8,227.842,96.7595,227.877,1312.4100341796875,0.0
2012-02-29,1.88,365000.0,8.3,738.0,75.3,18.43,99.89115,10987.2,228.329,97.0662,228.034,1365.6800537109375,0.0
2012-03-31,2.09,358000.0,8.2,806.0,76.2,15.5,99.94395,10993.9,228.807,96.5609,228.478,1408.469970703125,0.0
2012-04-30,1.97,372000.0,8.2,732.0,76.4,17.15,99.91798,11018.5,229.187,97.251,228.905,1397.9100341796875,0.0
2012-05-31,1.71,381000.0,8.2,796.0,79.3,24.06,99.83439,11006.8,228.713,97.4595,229.224,1310.3299560546875,0.0
2012-06-30,1.53,372000.0,8.2,794.0,73.2,17.08,99.72973,10989.8,228.524,97.4768,229.623,1362.1600341796875,0.0
2012-07-31,1.43,372000.0,8.2,849.0,72.3,18.93,99.64983000000001,11016.8,228.59,97.6714,229.97,1379.3199462890625,0.0
2012-08-31,1.58,377000.0,8.1,840.0,74.3,17.47,99.61891999999999,11056.0,229.918,97.2734,230.233,1406.5799560546875,0.0
2012-09-30,1.61,376000.0,7.8,930.0,78.3,15.73,99.64855,11105.3,231.015,97.2217,230.659,1440.6700439453125,0.0
2012-10-31,1.65,364000.0,7.8,887.0,82.6,18.6,99.71512,11137.4,231.638,97.5311,231.024,1412.1600341796875,0.0
2012-11-30,1.56,388000.0,7.7,917.0,82.7,15.87,99.80225,11178.4,231.249,97.9084,231.33,1416.1800537109375,0.0
2012-12-31,1.65,362000.0,7.9,941.0,72.9,18.02,99.91215,11181.2,231.221,98.1884,231.725,1426.18994140625,0.0
2013-01-31,1.84,366000.0,8.0,940.0,73.8,14.28,100.0398,11252.4,231.679,98.1736,232.229,1498.1099853515625,0.0
2013-02-28,1.88,342000.0,7.7,980.0,77.6,15.51,100.17,11290.5,232.937,98.6434,232.569,1514.6800537109375,0.0
2013-03-31,1.87,375000.0,7.5,936.0,78.6,12.7,100.2792,11290.1,232.282,99.047,232.794,1569.18994140625,0.0
2013-04-30,1.7,331000.0,7.6,1012.0,76.4,13.52,100.3812,11281.1,231.797,98.9445,232.832,1597.5699462890625,0.0
2013-05-31,1.89,353000.0,7.5,1003.0,84.5,16.3,100.4823,11321.6,231.893,99.0383,232.996,1630.739990234375,0.0
2013-06-30,2.25,340000.0,7.5,942.0,84.1,16.86,100.5623,11344.4,232.445,99.2221,233.35,1606.280029296875,0.0
2013-07-31,2.54,334000.0,7.3,997.0,85.1,13.45,100.611,11372.6,232.9,98.8987,233.88,1685.72998046875,0.0
2013-08-31,2.7,325000.0,7.2,964.0,82.1,17.01,100.64,11406.6,233.456,99.4897,234.336,1632.969970703125,0.0
2013-09-30,2.79,319000.0,7.2,1004.0,77.5,16.6,100.6522,11445.9,233.544,100.021,234.7,1681.550048828125,0.0
2013-10-31,2.57,347000.0,7.2,1044.0,73.2,13.75,100.6561,11498.0,233.669,99.9037,234.921,1756.5400390625,0.0
2013-11-30,2.65,312000.0,6.9,1029.0,75.1,13.7,100.6596,11562.5,234.1,100.1582,235.359,1805.81005859375,0.0
2013-12-31,2.83,332000.0,6.7,1005.0,82.5,13.72,100.6531,11593.2,234.719,100.374,235.759,1848.3599853515625,0.0
2014-01-31,2.82,340000.0,6.6,976.0,81.2,18.41,100.6421,11578.8,235.288,99.9899,235.961,1782.5899658203125,0.0
2014-02-28,2.66,341000.0,6.7,1039.0,81.6,14.0,100.6572,11636.9,235.547,100.7471,236.185,1859.449951171875,0.0
2014-03-31,2.67,330000.0,6.7,1067.0,80.0,13.88,100.6986,11722.3,236.028,101.7435,236.625,1872.3399658203125,0.0
2014-04-30,2.68,345000.0,6.2,1090.0,84.1,13.41,100.7503,11762.3,236.468,101.8273,237.072,1883.949951171875,0.0
2014-05-31,2.53,312000.0,6.3,1018.0,81.9,11.4,100.7957,11807.3,236.918,102.2392,237.529,1923.5699462890625,0.0
2014-06-30,2.56,308000.0,6.1,1010.0,82.5,11.57,100.8292,11861.7,237.231,102.5774,237.837,1960.22998046875,0.0
2014-07-31,2.51,303000.0,6.2,1076.0,81.8,16.95,100.846,11904.4,237.498,102.7954,238.195,1930.6700439453125,0.0
2014-08-31,2.39,303000.0,6.1,1047.0,82.5,11.98,100.8486,11983.7,237.46,102.6322,238.405,2003.3699951171875,0.0
2014-09-30,2.51,290000.0,5.9,1077.0,84.6,16.31,100.8381,11991.4,237.477,102.9417,238.786,1972.2900390625,0.0
2014-10-31,2.28,291000.0,5.7,1094.0,86.9,14.03,100.8113,12064.7,237.43,102.9611,239.191,2018.050048828125,0.0
2014-11-30,2.31,291000.0,5.8,1059.0,88.8,13.33,100.7686,12083.9,236.983,103.5978,239.458,2067.56005859375,0.0
2014-12-31,2.18,285000.0,5.6,1072.0,93.6,19.2,100.7052,12096.1,236.252,103.6151,239.584,2058.89990234375,0.0
2015-01-31,1.85,281000.0,5.7,1049.0,98.1,20.97,100.6224,12066.7,234.747,102.7923,239.811,1994.989990234375,0.0
2015-02-28,1.96,317000.0,5.5,1127.0,95.4,13.34,100.5264,12116.6,235.342,102.1366,240.172,2104.5,0.0
2015-03-31,2.01,269000.0,5.4,1072.0,93.0,15.29,100.4264,12176.1,235.976,101.7869,240.755,2067.889892578125,0.0
2015-04-30,1.92,269000.0,5.4,1166.0,95.9,14.55,100.32700000000001,12209.1,236.222,101.2255,241.346,2085.510009765625,0.0
2015-05-31,2.18,275000.0,5.6,1272.0,90.7,13.84,100.2221,12275.4,237.001,100.7675,241.688,2107.389892578125,0.0
2015-06-30,2.34,275000.0,5.3,1379.0,96.1,18.23,100.1078,12307.9,237.657,100.4588,242.064,2063.110107421875,0.0
2015-07-31,2.29,269000.0,5.2,1140.0,93.1,12.12,99.96508,12364.9,238.034,101.0893,242.565,2103.840087890625,0.0
2015-08-31,2.1,279000.0,5.1,1165.0,91.9,28.43,99.80469000000001,12396.2,238.033,100.9165,242.817,1972.1800537109375,0.0
2015-09-30,2.15,272000.0,5.0,1144.0,87.2,24.5,99.64994,12386.4,237.498,100.633,243.316,1920.030029296875,0.0
2015-10-31,2.05,275000.0,5.0,1160.0,90.0,15.07,99.52224,12394.9,237.733,100.1563,243.768,2079.360107421875,0.0
2015-11-30,2.13,265000.0,5.1,1244.0,91.3,16.13,99.41467,12423.2,238.017,99.4366,244.241,2080.409912109375,0.0
2015-12-31,2.01,276000.0,5.0,1211.0,92.6,18.21,99.32087,12452.0,237.761,98.9471,244.547,2043.93994140625,0.0
2016-01-31,1.83,282000.0,4.8,1171.0,92.0,20.2,99.24446,12478.0,237.652,99.4391,244.955,1940.239990234375,0.0
2016-02-29,1.47,269000.0,4.9,1172.0,91.7,20.55,99.19215,12554.5,237.336,98.9232,245.51,1932.22998046875,0.0
2016-03-31,1.59,271000.0,5.0,1118.0,91.0,13.95,99.1731,12537.0,238.08,98.1635,245.913,2059.739990234375,0.0
2016-04-30,1.58,278000.0,5.1,1160.0,89.0,15.7,99.17165,12611.5,238.992,98.4775,246.551,2065.300048828125,0.0
2016-05-31,1.53,263000.0,4.8,1205.0,94.7,14.19,99.17371,12652.7,239.557,98.2549,247.137,2096.949951171875,0.0
2016-06-30,1.37,262000.0,4.9,1208.0,93.5,15.63,99.17411,12731.2,240.222,98.7315,247.54,2098.860107421875,0.0
2016-07-31,1.2,266000.0,4.8,1198.0,90.0,11.87,99.18951,12756.7,240.101,98.8452,247.829,2173.60009765625,0.0
2016-08-31,1.26,261000.0,4.9,1201.0,89.8,13.42,99.23176,12788.1,240.545,98.7427,248.423,2170.949951171875,0.0
2016-09-30,1.34,247000.0,5.0,1303.0,91.2,13.29,99.31293000000001,12846.6,241.176,98.6552,248.842,2168.27001953125,0.0
2016-10-31,1.43,265000.0,4.9,1254.0,87.2,17.06,99.42846999999999,12867.0,241.741,98.7237,249.142,2126.14990234375,0.0
2016-11-30,1.69,255000.0,4.7,1230.0,93.8,13.33,99.56319,12893.0,242.026,98.3443,249.481,2198.81005859375,0.0
2016-12-31,1.98,244000.0,4.7,1248.0,98.2,14.04,99.69708,13005.9,242.637,99.0406,249.92,2238.830078125,0.0
2017-01-31,1.91,241000.0,4.7,1303.0,98.5,11.99,99.80351999999999,13063.7,243.618,98.8158,250.467,2278.8701171875,0.0
2017-02-28,1.89,221000.0,4.6,1234.0,96.3,12.92,99.87235,13088.4,244.006,98.4356,250.998,2363.639892578125,0.0
2017-03-31,1.73,236000.0,4.4,1272.0,96.9,12.37,99.90405,13139.9,243.892,99.0492,250.944,2362.719970703125,0.0
2017-04-30,1.49,232000.0,4.4,1251.0,97.0,10.82,99.91348,13169.2,244.193,100.0416,251.227,2384.199951171875,0.0
2017-05-31,1.4,253000.0,4.4,1208.0,97.1,10.41,99.91911,13171.9,244.004,100.128,251.43,2411.800048828125,0.0
2017-06-30,1.19,247000.0,4.3,1353.0,95.0,11.18,99.93415,13225.2,244.163,100.337,251.746,2423.409912109375,0.0
2017-07-31,1.23,245000.0,4.3,1256.0,93.4,10.26,99.96452,13263.3,244.243,100.0865,251.985,2470.300048828125,0.0
2017-08-31,1.18,247000.0,4.4,1319.0,96.8,10.59,100.03299999999999,13294.6,245.183,99.6323,252.535,2471.64990234375,0.0
2017-09-30,1.15,260000.0,4.3,1273.0,95.1,9.51,100.131,13417.3,246.435,99.7482,252.812,2519.360107421875,0.0
2017-10-31,1.27,241000.0,4.2,1356.0,100.7,10.18,100.2471,13447.5,246.626,100.9893,253.526,2575.260009765625,0.0
2017-11-30,1.1,243000.0,4.2,1299.0,98.5,11.28,100.3643,13540.6,247.284,101.2493,253.816,2647.580078125,0.0
2017-12-31,1.06,248000.0,4.1,1311.0,95.9,11.04,100.4772,13666.1,247.805,101.4871,254.344,2673.610107421875,0.0
2018-01-31,1.15,228000.0,4.0,1317.0,95.7,13.54,100.5871,13703.3,248.859,101.4852,255.204,2823.81005859375,0.0
2018-02-28,1.27,216000.0,4.1,1321.0,99.7,19.85,100.6859,13738.7,249.529,101.7319,255.711,2713.830078125,0.0
2018-03-31,1.11,232000.0,4.0,1385.0,101.4,19.97,100.7467,13793.2,249.577,102.1943,256.271,2640.8701171875,0.0
2018-04-30,1.08,209000.0,4.0,1378.0,98.8,15.93,100.7645,13838.4,250.227,103.3551,256.63,2648.050048828125,0.0
2018-05-31,1.08,222000.0,3.8,1338.0,98.0,15.43,100.7493,13905.0,250.792,102.381,257.145,2705.27001953125,0.0
2018-06-30,0.97,228000.0,4.0,1345.0,98.2,16.09,100.7076,13930.4,251.018,103.2256,257.399,2718.3701171875,0.0
2018-07-31,0.9,207000.0,3.8,1334.0,97.9,12.83,100.6413,13974.8,251.214,103.3561,257.699,2816.2900390625,0.0
2018-08-31,0.82,211000.0,3.8,1273.0,96.2,12.86,100.5526,14014.0,251.663,104.0585,257.891,2901.52001953125,0.0
2018-09-30,0.83,210000.0,3.7,1314.0,100.1,12.12,100.4275,14017.8,252.182,104.1038,258.368,2913.97998046875,0.0
2018-10-31,0.86,216000.0,3.8,1272.0,98.6,21.23,100.2606,14083.1,252.772,103.9297,258.917,2711.739990234375,0.0
2018-11-30,0.75,237000.0,3.8,1340.0,97.5,18.07,100.0662,14162.9,252.594,104.0126,259.439,2760.169921875,0.0
2018-12-31,0.42,238000.0,3.9,1317.0,98.3,25.42,99.86469,14051.6,252.767,104.0451,260.063,2506.85009765625,0.0
2019-01-31,0.29,234000.0,4.0,1254.0,91.2,16.57,99.67631999999999,14084.6,252.561,103.3598,260.766,2704.10009765625,0.0
2019-02-28,0.24,221000.0,3.8,1286.0,93.8,14.78,99.5174,14117.4,253.319,102.8251,261.186,2784.489990234375,0.0
2019-03-31,0.12,203000.0,3.8,1295.0,98.4,13.71,99.38998000000001,14248.6,254.277,102.8361,261.567,2834.39990234375,0.0
2019-04-30,0.1,224000.0,3.7,1322.0,97.2,13.12,99.27512,14290.0,255.233,102.2748,261.997,2945.830078125,0.0
2019-05-31,0.0,222000.0,3.6,1347.0,100.0,18.71,99.17093,14353.3,255.296,102.4176,262.217,2752.06005859375,0.0
2019-06-30,-0.15,226000.0,3.6,1299.0,98.2,15.08,99.08028,14408.7,255.213,102.5425,262.739,2941.760009765625,0.0
2019-07-31,-0.08,206000.0,3.7,1379.0,98.4,16.12,99.00743,14496.0,255.802,102.0057,263.28,2980.3798828125,0.0
2019-08-31,-0.36,215000.0,3.6,1482.0,89.8,18.98,98.96103000000001,14558.2,256.036,102.7814,263.877,2926.4599609375,0.0
2019-09-30,-0.23,215000.0,3.5,1469.0,93.2,16.24,98.96491,14590.6,256.43,102.4601,264.388,2976.739990234375,0.0
2019-10-31,0.03,215000.0,3.6,1523.0,95.5,13.22,99.01380999999999,14617.4,257.155,101.5878,264.97,3037.56005859375,0.0
2019-11-30,0.24,231000.0,3.6,1535.0,96.8,12.62,99.08697,14711.0,257.879,102.1494,265.548,3140.97998046875,0.0
2019-12-31,0.29,231000.0,3.6,1443.0,99.3,13.78,99.15616,14774.8,258.63,101.9421,266.02,3230.780029296875,0.0
2020-01-31,0.21,210000.0,3.6,1495.0,99.8,18.84,99.18732,14844.3,259.127,101.3372,266.716,3225.52001953125,0.0
2020-02-29,-0.04,215000.0,3.5,1455.0,101.0,40.11,99.15326,14833.8,259.25,101.6718,267.37,2954.219970703125,0.0
2020-03-31,0.57,5946000.0,4.4,1346.0,89.1,53.54,97.89362,13810.5,258.076,97.606,267.054,2584.590087890625,1.0
2020-04-30,0.52,3446000.0,14.8,1076.0,71.8,34.15,93.4837,12234.4,256.032,84.6812,265.746,2912.429931640625,1.0
2020-05-31,0.54,1639000.0,13.2,1250.0,72.3,27.51,94.9228,13251.7,255.802,86.0108,265.412,3044.31005859375,0.0
2020-06-30,0.57,1446000.0,11.0,1334.0,78.1,30.43,96.59299,14040.8,257.042,91.6745,265.849,3100.2900390625,0.0
2020-07-31,0.49,1260000.0,10.2,1546.0,72.5,24.46,97.98195,14303.8,258.352,95.0037,267.389,3271.1201171875,0.0
2020-08-31,0.55,881000.0,8.4,1533.0,74.1,26.41,98.58877,14454.9,259.316,95.9294,268.422,3500.31005859375,0.0
2020-09-30,0.57,795000.0,7.8,1636.0,80.4,26.37,98.8585,14675.4,259.997,95.8914,268.933,3363.0,0.0
2020-10-31,0.69,773000.0,6.9,1613.0,81.8,38.02,99.18831,14726.0,260.319,96.5256,269.306,3269.9599609375,0.0
2020-11-30,0.78,737000.0,6.7,1703.0,76.9,20.57,99.54637,14704.9,260.911,96.9529,269.981,3621.6298828125,0.0
2020-12-31,0.84,773000.0,6.7,1752.0,80.7,22.75,99.92159000000001,14827.3,262.045,98.2039,270.341,3756.070068359375,0.0
2021-01-31,1.0,803000.0,6.4,1855.0,79.0,33.09,100.2579,15081.5,262.639,98.8135,270.416,3714.239990234375,0.0
2021-02-28,1.22,704000.0,6.2,1711.0,76.8,27.95,100.5935,14984.4,263.573,95.5072,270.776,3811.14990234375,0.0
2021-03-31,1.58,658000.0,6.1,1756.0,84.9,19.4,100.8863,15712.4,264.847,98.1929,271.453,3972.889892578125,0.0
2021-04-30,1.61,574000.0,6.1,1721.0,88.3,18.61,101.131,15915.0,266.625,98.3317,273.626,4181.169921875,0.0
2021-05-31,1.6,427000.0,5.8,1703.0,82.9,16.76,101.2037,15950.5,268.404,99.1867,275.457,4204.10986328125,0.0
2021-06-30,1.48,369000.0,5.9,1654.0,85.5,15.83,101.2113,16183.6,270.71,99.6483,277.608,4297.5,0.0
2021-07-31,1.27,380000.0,5.4,1658.0,81.2,18.24,101.1688,16223.5,271.965,100.0668,278.639,4395.259765625,0.0
2021-08-31,1.23,353000.0,5.1,1736.0,70.3,16.48,101.1064,16390.6,272.752,100.0412,279.021,4522.68017578125,0.0
2021-09-30,1.33,374000.0,4.7,1640.0,72.8,23.14,101.0549,16477.5,273.942,98.9955,279.727,4307.5400390625,0.0
2021-10-31,1.53,262000.0,4.5,1707.0,71.7,16.26,101.0183,16694.0,276.528,100.3542,281.649,4605.3798828125,0.0
2021-11-30,1.51,222000.0,4.2,1765.0,67.4,27.19,100.9874,16849.0,278.824,101.2684,283.411,4567.0,0.0
2021-12-31,1.4,216000.0,3.9,1919.0,70.6,17.22,100.9415,16905.5,280.806,101.1948,285.221,4766.18017578125,0.0
2022-01-31,1.61,231000.0,4.0,1920.0,67.2,24.83,100.8647,17017.8,282.542,101.2146,286.799,4515.5498046875,0.0
2022-02-28,1.62,209000.0,3.8,1857.0,62.8,30.15,100.7504,17136.1,284.525,101.8458,288.256,4373.93994140625,0.0
2022-03-31,1.68,214000.0,3.7,1868.0,59.4,20.56,100.5853,17371.4,287.467,102.6732,289.044,4530.41015625,0.0
2022-04-30,1.99,219000.0,3.7,1859.0,65.2,33.4,100.368,17493.8,288.582,102.9024,290.474,4131.93017578125,0.0
2022-05-31,1.91,200000.0,3.6,1704.0,58.4,26.19,100.1016,17569.9,291.299,102.9659,292.039,4132.14990234375,0.0
2022-06-30,1.6,212000.0,3.6,1737.0,50.0,28.71,99.82359,17747.6,295.072,102.8224,294.009,3785.3798828125,0.0
2022-07-31,0.6,228000.0,3.5,1703.0,51.5,21.33,99.57864000000001,17744.0,294.94,103.0505,295.08,4130.2900390625,0.0
2022-08-31,0.18,210000.0,3.6,1557.0,58.2,25.87,99.38433,17897.5,295.162,103.1703,296.582,3955.0,0.0
2022-09-30,0.3,189000.0,3.5,1600.0,58.6,31.62,99.22839,17987.2,296.421,103.5326,298.281,3585.6201171875,0.0
2022-10-31,0.11,202000.0,3.6,1594.0,59.9,25.88,99.10165,18096.2,297.979,103.4442,299.381,3871.97998046875,0.0
2022-11-30,-0.43,209000.0,3.6,1401.0,56.7,20.58,99.00354,18094.0,298.708,103.1058,300.316,4080.110107421875,0.0
2022-12-31,-0.74,204000.0,3.5,1410.0,59.8,21.67,98.94633,18134.6,298.808,101.8266,301.433,3839.5,0.0
2023-01-31,-1.16,200000.0,3.5,1410.0,64.9,19.4,98.92989,18475.2,300.456,102.7476,302.685,4076.60009765625,0.0
2023-02-28,-1.04,209000.0,3.6,1618.0,66.9,20.7,98.93414,18532.1,301.476,102.8003,304.097,3970.14990234375,0.0
2023-03-31,-1.2,234000.0,3.5,1480.0,62.0,18.7,98.95952,18511.3,301.643,102.8143,305.123,4109.31005859375,0.0
2023-04-30,-1.61,214000.0,3.4,1474.0,63.7,15.78,99.02001,18638.7,302.858,103.2241,306.49,4169.47998046875,0.0
2023-05-31,-1.74,230000.0,3.6,1575.0,59.0,17.94,99.11296,18676.4,303.316,102.9809,307.623,4179.830078125,0.0
2023-06-30,-1.67,236000.0,3.6,1464.0,64.2,13.59,99.2275,18742.1,304.099,102.3809,308.291,4450.3798828125,0.0
2023-07-31,-1.59,238000.0,3.5,1522.0,71.5,13.63,99.33507,18850.5,304.615,103.0722,308.959,4588.9599609375,0.0
2023-08-31,-1.39,234000.0,3.7,1561.0,69.4,13.57,99.42045999999999,18911.6,306.138,103.0951,309.646,4507.66015625,0.0
2023-09-30,-1.18,216000.0,3.8,1537.0,67.8,17.52,99.48235,19024.9,307.374,103.3081,310.616,4288.0498046875,0.0
2023-10-31,-0.8,217000.0,3.9,1528.0,63.8,18.14,99.53435,19069.5,307.653,102.5781,311.433,4193.7998046875,0.0
2023-11-30,-1.02,214000.0,3.7,1503.0,61.3,12.92,99.60859,19151.0,308.087,102.8868,312.373,4567.7998046875,0.0
2023-12-31,-1.42,198000.0,3.8,1519.0,69.7,12.45,99.71788000000001,19289.9,308.735,102.6309,313.23,4769.830078125,0.0
2024-01-31,-1.39,225000.0,3.7,1545.0,79.0,14.35,99.85410999999999,19308.5,309.794,101.483,314.389,4845.64990234375,0.0
2024-02-29,-1.23,214000.0,3.9,1577.0,76.9,13.4,,19412.7,311.022,102.7267,315.555,5096.27001953125,0.0
2024-03-31,-1.26,223000.0,3.9,1476.0,79.4,13.01,,19553.2,312.107,102.5186,316.762,5254.35009765625,0.0
2024-04-30,-0.9,209000.0,3.9,1459.0,77.2,15.65,,19603.3,313.016,102.3568,317.596,5035.68994140625,0.0
2024-05-31,-0.97,221000.0,4.0,1407.0,69.1,12.92,,19697.3,313.14,102.9797,318.053,5277.509765625,0.0
2024-06-30,-1.2,238000.0,4.1,1461.0,68.2,12.44,,19747.5,313.131,103.2534,318.343,5460.47998046875,0.0
2024-07-31,-1.18,248000.0,4.2,1436.0,66.4,16.36,,19866.3,313.566,102.5192,318.933,5522.2998046875,0.0
2024-08-31,-1.43,228000.0,4.2,1476.0,67.9,15.0,,19905.0,314.131,103.0196,319.839,5648.39990234375,0.0
2024-09-30,-1.2,227000.0,4.1,1434.0,70.1,16.73,,20044.1,314.851,102.5954,320.835,5762.47998046875,0.0
2024-10-31,-0.62,218000.0,4.1,1428.0,70.5,23.16,,20123.2,315.564,102.2138,321.688,5705.4501953125,0.0
2024-11-30,-0.26,225000.0,4.2,1508.0,71.8,13.51,,20235.1,316.449,101.9503,322.619,6032.3798828125,0.0
2024-12-31,0.0,209000.0,4.1,1480.0,74.0,17.35,,20408.1,317.603,103.0447,323.296,5881.6298828125,0.0
2025-01-31,0.29,210000.0,4.0,1460.0,71.7,16.43,,20370.0,319.086,102.9343,324.739,6040.52978515625,0.0
2025-02-28,0.12,243000.0,4.1,1454.0,64.7,19.63,,20436.3,319.775,104.0003,325.475,5954.5,0.0
2025-03-31,-0.06,219000.0,4.2,1481.0,57.0,22.28,,20578.5,319.615,103.7483,325.659,5611.85009765625,0.0
2025-04-30,-0.04,241000.0,4.2,1422.0,52.2,24.7,,20622.0,320.321,103.8216,326.43,5569.06005859375,0.0
2025-05-31,0.06,248000.0,4.2,1394.0,52.2,18.57,,20592.7,320.58,103.5948,326.854,5911.68994140625,0.0
2025-06-30,-0.04,233000.0,4.1,,,16.73,,,,,,6204.9501953125,0.0
