,T10Y3MM_mom_change,T10Y3MM_yoy_change,T10Y3MM_roll12_mean,T10Y3MM_roll12_std,ICSA_mom_change,ICSA_yoy_change,ICSA_roll12_mean,ICSA_roll12_std,UNRATE_mom_change,UNRATE_yoy_change,UNRATE_roll12_mean,UNRATE_roll12_std,PERMIT_mom_change,PERMIT_yoy_change,PERMIT_roll12_mean,PERMIT_roll12_std,UMCSENT_mom_change,UMCSENT_yoy_change,UMCSENT_roll12_mean,UMCSENT_roll12_std,VIXCLS_mom_change,VIXCLS_yoy_change,VIXCLS_roll12_mean,VIXCLS_roll12_std,USALOLITONOSTSAM_mom_change,USALOLITONOSTSAM_yoy_change,USALOLITONOSTSAM_roll12_mean,USALOLITONOSTSAM_roll12_std,PCE_mom_change,PCE_yoy_change,PCE_roll12_mean,PCE_roll12_std,CPIAUCSL_mom_change,CPIAUCSL_yoy_change,CPIAUCSL_roll12_mean,CPIAUCSL_roll12_std,INDPRO_mom_change,INDPRO_yoy_change,INDPRO_roll12_mean,INDPRO_roll12_std,CPILFESL_mom_change,CPILFESL_yoy_change,CPILFESL_roll12_mean,CPILFESL_roll12_std,SP500_mom_change,SP500_yoy_change,SP500_roll12_mean,SP500_roll12_std
2020-11-30,13.043478260869579,225.00000000000006,0.47833333333333333,0.22319308124389778,-4.657179818887447,219.04761904761907,1464916.6666666667,1666118.75918164,-2.898550724637683,86.11111111111111,7.841666666666668,3.835825935318305,5.5796652200867936,10.94462540716612,1452.5,177.72578469501136,-5.990220048899742,-20.55785123966941,83.09166666666667,11.313102486885988,-45.896896370331405,62.99524564183836,29.515833333333333,10.765154610495848,0.3609901207108024,0.4636331093785584,97.87947916666666,1.9222760768819447,-0.14328398750509397,-0.041465569981646855,14221.275,792.868969026586,0.2274132890799363,1.1757452138405844,258.57116666666667,1.6135216049730243,0.4426804909785531,-5.087156654860426,95.43554999999999,5.588320027033653,0.25064424854999157,1.6693780408814973,267.3498333333334,1.51493245172558,10.75456354438591,15.302545872069494,3173.1800130208335,278.5451585491667
2020-12-31,7.692307692307687,189.6551724137931,0.5241666666666667,0.23704461924951004,4.884667571234735,234.63203463203462,1510083.3333333333,1636714.750420006,0.0,86.11111111111111,8.1,3.6226559819607904,2.877275396359358,21.41372141372142,1478.25,197.5081701417187,4.941482444733425,-18.731117824773413,81.54166666666667,10.09963620706951,10.597958191541078,65.09433962264151,30.263333333333335,9.845299139767997,0.3769298669554777,0.7719439720134558,97.943265,1.980313969328368,0.8323756026902496,0.3553347591845668,14225.650000000001,796.3382053327305,0.4346309661148906,1.3204191315779434,258.85575,1.9004826241150865,1.2903172571423926,-3.666983513190325,95.12403333333333,5.288809671773247,0.13334271670970566,1.624313961356294,267.7099166666667,1.6751641687853327,3.712145909357001,16.258923055706177,3216.9541829427085,325.7034873194222
2021-01-31,19.047619047619047,376.1904761904762,0.59,0.2511428423680854,3.880983182406217,282.3809523809524,1559500.0,1602487.6400033901,-4.477611940298509,77.77777777777779,8.333333333333334,3.3891091168713547,5.8789954337899575,24.080267558528433,1508.25,225.6232277694244,-2.106567534076831,-20.841683366733466,79.80833333333332,8.30700234012159,45.450549450549474,75.63694267515926,31.450833333333335,9.179050711794678,0.3365739076009566,1.0793516751939736,98.03248,2.0638099836288766,1.714405185030321,1.5979197402369971,14245.416666666666,815.7964684151398,0.226678623900467,1.3553199782346148,259.14841666666666,2.193828843014491,0.6207492777781765,-2.490398392692905,94.913725,5.064713527773196,0.027742739725011845,1.3872433599783962,268.01824999999997,1.8106279234648972,-1.1136660755445171,15.151664467863025,3257.6808471679688,356.0166294127568
2021-02-28,21.999999999999996,-3150.0,0.695,0.22593241145406365,-12.328767123287676,227.44186046511626,1600250.0,1571099.96933243,-3.125,77.14285714285715,8.558333333333334,3.11782509665524,-7.762803234501348,17.594501718213063,1529.5833333333333,232.139244394138,-2.784810126582282,-23.96039603960396,77.79166666666667,4.956439032085972,-15.533393774554261,-30.316629269508855,30.4375,8.79957243279475,0.33473671401456073,1.4525392306818707,98.15250000000002,2.1738580316819482,-0.6438351622849225,1.0152489584597468,14257.966666666667,826.755655156443,0.3556212139095738,1.667502410800381,259.50866666666667,2.5397027862414268,-3.3460002934821764,-6.063234839945797,94.40000833333333,4.609065488096265,0.1331282172652548,1.2738901148221515,268.3020833333333,1.9605270375869985,2.6091451377448394,29.006977819484092,3329.0916748046875,375.0480769726671
2021-03-31,29.508196721311485,177.19298245614036,0.7791666666666667,0.33630230808639455,-6.5340909090909065,-88.93373696602758,1159583.3333333333,787628.9456721388,-1.6129032258064613,38.636363636363626,8.7,2.945566776761912,2.630040911747522,30.46062407132244,1563.75,232.83397323181046,10.546875000000021,-4.713804713804704,77.44166666666668,4.171430609914393,-30.590339892665476,-63.76540903997012,27.5925,5.581868577652366,0.2910724848026902,3.057073586613712,98.40189,2.3089262613012225,4.858386054830355,13.77140581441656,14416.458333333334,911.1675152424798,0.4833575517978028,2.623645747764214,260.0729166666667,2.9166563190324326,2.812039301748981,0.6012950023564168,94.44891666666666,4.6491179196279315,0.2500221585369333,1.6472323949463519,268.66866666666664,2.111403941935029,4.2438632533165155,53.71450626511303,3444.7833251953125,336.6749845041105
2021-04-30,1.8987341772152,209.6153846153846,0.8700000000000001,0.4009307353464541,-12.765957446808507,-83.34300638421358,920250.0,337341.78109556274,0.0,-58.7837837837838,7.9750000000000005,2.309712693664012,-1.9931662870159461,59.94423791821561,1617.5,177.99055133247492,4.004711425206109,22.980501392757667,78.81666666666666,4.8128300752603845,-4.072164948453604,-45.50512445095168,26.2975,5.723079471435334,0.24255027689585873,8.180356575531356,99.03916500000001,1.8347296231299166,1.289427458567749,30.08402537108481,14723.175000000001,706.3244066997913,0.6713309948762847,4.137373453318349,260.9556666666667,3.174121820811581,0.14135441564513407,16.11987076234158,95.58645833333333,3.5916187379808586,0.8005069017472666,2.965237482408023,269.32533333333333,2.333490025032876,5.242532134755851,43.56293610537338,3550.5116577148438,353.1126291697942
2021-05-31,-0.6211180124223614,196.29629629629628,0.9583333333333334,0.43678231177416266,-25.609756097560975,-73.94752898108604,819250.0,278971.52836152125,-4.91803278688524,-56.060606060606055,7.358333333333333,1.6935483638225437,-1.045903544450899,36.24000000000001,1655.25,136.06156694673848,-6.11551528878821,14.661134163208867,79.7,4.468475436574577,-9.940891993551848,-39.07669938204289,25.401666666666667,6.325658906869813,0.07188695849937865,6.616850746079983,99.56257333333333,1.3974599113477582,0.22306000628338207,20.365688930476832,14948.074999999999,619.5279509798247,0.6672292545710334,4.9264665639830785,262.0058333333333,3.3912820271835513,0.8695059680652317,15.318890185883639,96.68444999999998,2.104075177753161,0.6691615562848696,3.7846819284734767,270.1624166666666,2.5896926619372476,0.548648867060697,38.0972956881811,3647.1616414388022,360.60930013621396
2021-06-30,-7.500000000000007,159.64912280701756,1.0341666666666667,0.44219408189232934,-13.583138173302112,-74.48132780082987,729500.0,227501.24874782047,1.7241379310344973,-46.36363636363636,6.933333333333333,1.287939392513422,-2.877275396359369,23.988005997001505,1681.9166666666667,91.40664222268468,3.1363088057901,9.47503201024329,80.31666666666666,4.730526269652931,-5.548926014319822,-47.97896812356227,24.185,6.665534828163093,0.0075096068621993695,4.781206172414776,99.94743249999999,1.112095146020491,1.4613961944766718,15.261238675858934,15126.641666666668,642.6299054499315,0.8591526206762845,5.317418943207719,263.14483333333334,3.838367973109093,0.46538497600989714,8.697947629929814,97.34893333333333,1.5691574608593792,0.7808841307354708,4.423187598975353,271.14233333333334,3.0012103114063375,2.2214009565834747,38.61606320225206,3746.9291381835938,361.1671145607879
2021-07-31,-14.18918918918919,159.18367346938774,1.0991666666666668,0.41117256570431937,2.981029810298108,-69.84126984126983,656166.6666666666,177229.09330905884,-8.47457627118644,-47.058823529411754,6.533333333333334,0.8531581259524881,0.24183796856105388,7.244501940491599,1691.25,81.44169693714383,-5.029239766081872,12.00000000000001,81.04166666666667,4.0399051143970075,15.224257738471248,-25.429272281275562,23.666666666666668,6.880580489957841,-0.04199135867238857,3.2524868100706428,100.21300333333333,0.9717179937835053,0.2465458859586267,13.420909129042634,15286.616666666667,657.9327774908046,0.46359572974770114,5.269167647240969,264.27925,4.2793906772112145,0.4199770593176222,5.3293713823777455,97.77085833333335,1.561911354404057,0.37138699172933887,4.207353331662866,272.07983333333334,3.44628286796356,2.274805482838871,34.365587571392275,3840.6074422200522,372.15458827229827
2021-08-31,-3.149606299212604,123.63636363636363,1.1558333333333335,0.37376361837963373,-7.105263157894736,-59.93189557321226,612166.6666666666,181819.0075738814,-5.55555555555557,-39.28571428571429,6.258333333333333,0.7178988702308757,4.704463208685161,13.242009132420085,1708.1666666666667,65.00745877952137,-13.423645320197053,-5.128205128205121,80.72500000000001,4.7244287773999725,-9.64912280701753,-37.59939416887542,22.839166666666667,7.113824515858171,-0.061679094740685336,2.5536681307617437,100.42280583333333,0.8537837212132039,1.0299873640089885,13.391306754111065,15447.924999999997,672.6077461842543,0.28937547110843287,5.181323173271246,265.3989166666667,4.607847366838622,-0.025582910615706833,4.2862771996906135,98.11350833333334,1.5721962660611073,0.13709495081448697,3.9486331224713345,272.9630833333333,3.766889299194088,2.8990416255438634,29.207987294652327,3925.8049519856772,402.92193354126397
